GDP per capita (current US$),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Population growth (annual %),ratio_population ages 65 and above,ratio_urban population,Urban population growth (annual %)
-0.6479263300088774,5.328941009571574,-1.163893904040152,0.3358150969006712,-1.2347339772723582,0.5969636822821397,0.46277697863553613,-1.2275217654566155
0.9313690084064139,-0.3267836276038949,-0.19714503875834288,0.8347125933962249,-0.6699834589521088,1.496087797859786,0.4729982635445953,-0.821802545593896
1.5174787634964182,-0.32266297732510724,-0.32251833366563504,0.8499642478435943,-0.5372975921161787,1.2298041771820594,0.8917407089618583,-0.6963721911448876
-0.7788932228378271,-0.032271432043412956,0.6678821447781605,0.14611941482398855,0.7486194278274151,-0.709832120389964,0.3255837602388042,0.6871434367205561
-0.6937422669107978,-0.38986363735226287,-0.9231564483204898,0.11159182639938872,0.49904508573707335,-0.5011399026978209,-0.0493015058772198,0.1660949710865337
-0.7960253860084939,0.23087375064419824,2.313916058851035,-0.4227885773606401,0.7269521027601823,-0.8932876463061231,-0.8894754072621303,0.21629560725343358
0.20004043484637443,-0.37997713612788186,-0.17720703934391324,1.0918170112085874,-0.576954672223317,1.1870813792976462,0.604483287646629,-0.6041651198484644
1.013724263957666,-0.3660586738183387,-0.30979891878000143,0.9218019716963015,-0.8362961973945702,1.5667740207797547,0.7897715254346434,-0.9556842933935591
-0.7221968206305757,-0.462136927519612,-0.585432648451525,-0.7875380101095958,-0.7793922642070404,-0.7778661730815438,-0.32205257153315936,-0.33339304761716426
0.7590176944218934,-0.31705327972263003,-0.036852778176546835,0.8293491171557906,-0.7372934317428965,1.049849826868349,0.7259357497644994,-0.7241825825950976
-0.17724677845509892,-0.405295874827497,-0.39850087069303775,0.8701966444437998,-1.3680927329698704,1.5302557312497884,0.56123937787192,-1.1038956058396805
-0.8480204365823295,-0.14770744321158086,0.7403224535371212,-0.6379483026105678,-0.09909886992142312,-0.6271869854645252,-1.1988894219638226,0.4844798750970193
0.5660000049799161,-0.49888094153193124,-0.8943793406919586,1.2479967810133297,-1.3078477963833774,2.5400033314187183,1.0358372446418411,-1.2944512970324202
-0.8529858717869622,-0.2026511489496388,0.9572672067872343,-1.5089247326054192,0.9722097533448446,-1.1566746598787905,-1.4714517738579183,1.598157453042232
-0.8663107547331182,-0.35046785036207484,-0.02624331298916411,-0.622249099699891,0.14333508656541222,-0.8125346803719283,-1.6194245158143632,1.0054741705709702
-0.7939375738125537,-0.3842218808273764,-0.37134387689711046,-0.11349189826459008,0.0504856868305117,-0.5533015805802125,-0.07496479698997618,0.2566895541163477
-0.5452812179820133,-0.18054779628803713,0.6962507051971736,-0.19032029438705642,-0.26367914120317826,-0.43527095078245054,0.6012675308590397,-0.3366102860180862
-0.9078877010633685,-0.5049837189238641,-0.3299519296509387,-1.6950919131363016,2.7473076769824565,-1.2081451345445333,-1.9181533669185633,2.0852557814550483
1.1646964067785792,-0.31826288172228867,0.16913321113098473,0.9189010951319996,-0.35295952341235165,1.1754683391903895,1.0526787378918105,-0.3741917445289456
2.3453421109997206,0.1316585225154779,-0.036393612135080605,1.063320001852941,-0.33810832006586294,0.9137801161868246,0.6891549653091825,-0.3339698257509567
-0.8828412758664997,-0.1682531408329145,0.7651534488970958,-0.7342459840444401,0.6066238862966933,-0.7126554483654041,-1.7631436870323953,1.5649088976296055
0.8148236961606226,-0.28896163203548436,0.005790540949215853,0.9508776313206718,0.24382300520071648,0.61957227001513,0.8361839769833415,-0.1560593247855088
-0.45914157158755275,0.13354730057964223,4.564784716466505,-0.3582807355193067,-1.1445656457007447,0.5648106672833052,0.36686201612244207,-1.0781880185027093
-0.8976263160925689,-0.15581055264802127,1.0364801368327994,-1.2293162089842236,1.3809713299575583,-1.1141772731307793,-1.88645171384023,1.1077729013697195
0.01638648185622157,-0.037528201898053344,-0.48248487445556426,0.3026936511581367,0.2493908855404816,-1.2005660583280895,0.7411104360785524,-0.02950360424879466
1.8076999281837114,-0.2735065740041035,-0.48975603732174855,1.1218655796705232,-0.9246288609039979,0.2799129330621062,1.3588455673408268,-1.0815144038011275
-0.9103656876375267,0.2917139617372516,-1.163893904040152,-1.976502345722487,1.2817431923033913,-1.1085973980925312,-0.8846085721546142,1.2876415650844926
-0.9027837723233604,-0.1426523992647761,-0.2321308033809193,-2.7111909364097917,2.2268068520337234,-1.2632700932885752,-1.6469826763365611,1.978773652535133
1.6795316655719115,-0.2931596591458849,0.16202224003378113,0.46674647863681334,-0.5143837773507851,0.7053429527158929,0.6774475494666609,-0.5987482338650656
-0.6947749872855808,1.8209659902847164,-1.163893904040152,-0.2751777012762403,-2.5592117035795203,-0.442244504502535,0.8983373895201379,-2.244458342642242
-0.774120430691591,-0.3892919539730713,0.12680767827185566,-0.1979556704666286,0.36707734024384747,-0.8480219271659823,-1.8683559017699132,-0.8186820911170497
-0.6724875263101792,-0.1816703098752161,0.5490884839030691,-1.2146806723671533,0.10965518885732445,-0.7220956333583717,0.07526447743423124,0.21965868316396508
