Pais,Año,Continente,GDP per capita (current US$),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Population growth (annual %),ratio_population ages 65 and above,ratio_urban population,Urban population growth (annual %),Cluster
Rwanda,2017,Africa,756.547604942853,8.14285148734122,8.27953672260826,65.941,2.47880785239257,0.02984643352894797,0.17125003648713252,2.88256933269116,4
Rwanda,2018,Africa,768.964130260141,-0.639097415746434,-0.311210160390642,66.251,2.43503841544025,0.030131885199645575,0.17210996210602653,2.9359281057417,4
Rwanda,2019,Africa,806.128014394646,2.44442372223143,3.3478765503764,66.437,2.39079436618151,0.030543213462409277,0.173129969019156,2.98169349983544,4
Rwanda,2020,Africa,773.820557473379,6.72390205127719,9.85039902274209,66.774,2.3967070500013,0.031021053581211287,0.17432001339990486,3.08172595605391,4
Rwanda,2021,Africa,821.228194072436,2.72480507228737,-0.391346748300792,66.072,2.3717515483557,0.03143741799070086,0.17567996405853326,3.14887017139105,4
Samoa,2017,Oceania,4261.64051331162,0.304905422515247,1.74989677484723,72.59,1.00975265821375,0.04789770264412657,0.18452054134758947,-0.224221186365574,1
Samoa,2018,Oceania,4189.05221936817,1.09758340635358,4.19745888663745,72.636,0.992505709183727,0.04852146627817702,0.18243117581699658,-0.146275232433931,1
Samoa,2019,Oceania,4308.30145287685,1.49948619479095,0.982326569888142,72.157,1.04553544180183,0.04927679856539487,0.18056204431230977,0.0156825845220625,1
Samoa,2020,Oceania,4042.72271474144,1.22360923994052,-1.568912477409,72.768,1.41696799990075,0.05014213996249924,0.17889163398145433,0.487545124991399,1
Samoa,2021,Oceania,3857.35668493835,-0.40369952889796,3.1332047317449,72.767,1.76857821590665,0.051096158417289865,0.1774195022947103,0.942255424728103,1
Saudi Arabia,2017,Asia,20910.4829617971,7.43145779660462,-0.838194579675057,77.16,2.29816056079707,0.023033345712041152,0.8362199859960141,2.56279448227304,1
Saudi Arabia,2018,Asia,24175.5831237449,15.2215062682726,2.45814158007533,77.212,2.38415003117342,0.022926436426522225,0.8384399876486848,2.64927883200881,1
Saudi Arabia,2019,Asia,23405.7061087736,-1.76482018178983,-2.09333333333333,77.304,2.28458901092139,0.022910757426125875,0.8406500037596963,2.54782890854645,1
Saudi Arabia,2020,Asia,20398.0609873699,-8.46317828893147,3.44545825956691,76.239,0.472667096302666,0.02396634262858957,0.8428700117484441,0.736401326378145,1
