Pais,Año,Continente,GDP per capita (current US$),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Population growth (annual %),ratio_population ages 65 and above,ratio_urban population,Urban population growth (annual %),Cluster
Saudi Arabia,2021,Asia,24160.6760455307,13.8282168522612,3.06328988941548,76.936,-0.129847471045763,0.026000019582538118,0.8450800096889058,0.132008528859113,1
Sierra Leone,2017,Africa,484.456115646579,8.95600062684576,0.0,58.652,2.42113485779471,0.031375963603043414,0.41636000476713647,3.40590466873748,0
Sierra Leone,2018,Africa,519.649983516466,14.0105639435605,0.0,59.796,2.36471306664028,0.03138038189959117,0.4205500350388187,3.36603102946774,0
Sierra Leone,2019,Africa,506.606908156498,7.70278499631038,0.0,60.255,2.33284062492806,0.03146171385793259,0.4248399493564421,3.34774527713255,0
Sierra Leone,2020,Africa,493.432252431844,10.9149570581921,0.0,59.763,2.29903034010859,0.03147157446529438,0.4292300069103968,3.32707170509827,0
Sierra Leone,2021,Africa,504.621272179526,6.69151089014703,0.0,60.062,2.24176737112654,0.03140366630046335,0.43371995077334374,3.28238029195017,0
Singapore,2017,Asia,61164.8973569773,2.87515298539518,0.576260310166371,83.0951219512195,0.0885954699924263,0.10375797384757958,1.0,0.0885954699924485,2
Singapore,2018,Asia,66836.5385122528,3.53465075505316,0.438620118446782,83.2975609756098,0.469704298714121,0.11262998618824703,1.0,0.469704298714121,2
Singapore,2019,Asia,66070.4706679227,-0.201648173263933,0.565260568780358,83.5951219512195,1.14428330688929,0.1219557438509116,1.0,1.14428330688929,2
Singapore,2020,Asia,61274.0064626976,-2.6964548484051,-0.181916666666656,84.4658536585366,-0.311904961250833,0.13154192535905634,1.0,-0.311904961250821,2
Singapore,2021,Asia,77710.0699565617,8.78436557494857,2.30485959040487,83.4414634146342,-4.17033630017526,0.14125986556319298,1.0,-4.17033630017526,2
South Africa,2017,Africa,6734.47515312493,5.47332197481477,5.18424664766131,65.402,0.387278487857363,0.05737333396255719,0.6584999977666437,1.16325005336645,1
South Africa,2018,Africa,7048.50811239074,3.74575414001824,4.51716522786587,65.674,1.22553003994341,0.05854125161417578,0.6635500034138689,1.98949966357933,1
South Africa,2019,Africa,6688.77474649645,4.63808148407834,4.12024587014984,66.175,1.29507386292128,0.059500382658408145,0.6685599915506131,2.04726576560918,1
South Africa,2020,Africa,5741.64124877252,5.69261529432792,3.21003597454107,65.252,1.22317929511453,0.060005346423425886,0.6735400015036922,1.96530474552946,1
South Africa,2021,Africa,7055.05517621298,6.21901712135855,4.61167217803201,62.341,0.998920418563044,0.059721305412633346,0.6784699957932225,1.72820735429586,1
Spain,2017,Europa,28185.3213671972,1.29921183318382,1.95607633363964,83.2829268292683,0.234587922968563,0.1906741141568274,0.8007999916554411,0.534737452920241,2
Spain,2018,Europa,30379.7211126417,1.24555241777706,1.67498136863794,83.4317073170732,0.437982993728698,0.19292222870353992,0.8032100002064202,0.738481167271324,2
Spain,2019,Europa,29581.5185513293,1.44735843001939,0.699518994458693,83.8317073170732,0.717715637103499,0.19484620260806249,0.8056499908973909,1.0210350775988,2
Spain,2020,Europa,26959.6754367322,1.22556634288189,-0.322753017299705,82.3317073170732,0.488502131838585,0.1967250954304337,0.8081000041063509,0.792144591816453,2
Spain,2021,Europa,30103.513733191,2.30097428940911,3.09313511976406,83.1780487804878,0.105706398137095,0.19902882481032147,0.8105599932511877,0.409660414767995,2
Switzerland,2017,Europa,82254.3769269767,-0.367869216813958,0.533787839825886,83.5512195121951,0.933155888738653,0.18175426889292745,0.7376100352112676,0.962986439023895,2
Switzerland,2018,Europa,85216.6429514169,0.764289197175742,0.936335464113605,83.7536585365854,0.736633975172522,0.1836272711566584,0.7379699562936786,0.785417652319277,2
Switzerland,2019,Europa,84121.9310304414,-0.103895158007788,0.362886179940635,83.9048780487805,0.713313668444329,0.18556945079344347,0.7384900551352259,0.783765811954327,2
Switzerland,2020,Europa,85656.322666307,-0.741152989766164,-0.725874933313391,83.0,0.730676195047382,0.18725847740614415,0.7391499840186002,0.819998209849981,2
Switzerland,2021,Europa,91991.6004583563,1.05986290559228,0.581814168489875,83.8512195121951,0.752392087137583,0.1896531300106108,0.7399600501183158,0.861926355989954,2
United Arab Emirates,2017,Asia,43063.9674785596,4.9862131440172,0.0,79.504,0.819744473334198,0.010078078615872265,0.8624800072692819,1.14841080350245,1
United Arab Emirates,2018,Asia,46722.2687193126,7.93674803319826,0.0,79.627,0.789450107726376,0.01219682043078197,0.865219997573349,1.1066339467655,1
United Arab Emirates,2019,Asia,45376.1708390447,-3.19440940446903,0.0,79.726,0.779087177439076,0.014710165608641312,0.8678900006806592,1.08720440281233,1
United Arab Emirates,2020,Asia,37629.1741680652,-12.0313053012111,0.0,78.946,0.817694385518168,0.016539810487215374,0.870479964605387,1.11567075335732,1
United Arab Emirates,2021,Asia,44315.554183896,14.2808297048527,0.0,78.71,0.834812788038646,0.017584137778966582,0.8729900070954587,1.12274940466998,1
United Kingdom,2017,Europa,40622.6893883232,1.79116422658598,2.55775577557754,81.2560975609756,0.679374473924223,0.1814347565403756,0.8314299979053529,0.988958891589791,2
United Kingdom,2018,Europa,43306.3083049317,1.73785288253913,2.29283990345939,81.2560975609756,0.605929132212552,0.1832213658117689,0.8339800046776766,0.912161082441796,2
United Kingdom,2019,Europa,42747.080460496,2.1134137816924,1.73810460086511,81.4048780487805,0.564131113399897,0.1853070262224314,0.8365199960793777,0.868230886876796,2
United Kingdom,2020,Europa,40318.4169225055,5.93314681453445,0.98948670377243,80.3512195121951,0.365758263815142,0.1872251187269453,0.8390300035327317,0.665362493050561,2
United Kingdom,2021,Europa,46585.8975644567,0.0165739998990233,2.51837109614205,80.7,-0.0819253049161613,0.1891609860606956,0.8415200003580684,0.214406091552174,2
United States,2017,América del Norte,59907.754260885,1.89961013996167,2.13011000365963,78.5390243902439,0.63264399508256,0.15066290412567673,0.8205800006328698,0.871785260117191,2
United States,2018,América del Norte,62823.309438197,2.40405859264381,2.44258329692818,78.6390243902439,0.526435395564053,0.15397697439888292,0.8225600000935019,0.767437430461766,2
United States,2019,América del Norte,65120.3946628653,1.79393050089551,1.81221007526015,78.7878048780488,0.455381285963537,0.15791800755991336,0.8245900001697378,0.701867775195684,2
United States,2020,América del Norte,63528.6343027508,1.30491207120562,1.23358439630637,76.9804878048781,0.964347900193196,0.16223400109254726,0.826639999156349,1.21264765742654,2
United States,2021,América del Norte,70219.472454115,4.4927922357685,4.69785886363739,76.3292682926829,0.156747054750178,0.1667889552448982,0.8287300007637226,0.409258906239677,2
Venezuela,2017,Sudamérica,6084.479996093274,35.0631193204545,0.0,71.943,-0.580806784389088,0.06862151251137266,0.8818299959955415,-0.560394032904996,3
Venezuela,2018,Sudamérica,6084.479996093274,35.0631193204545,0.0,71.979,-2.44354322482875,0.07212717186778778,0.8820800000590096,-2.41519664640906,3
Venezuela,2019,Sudamérica,6084.479996093274,35.0631193204545,0.0,72.161,-2.90499574537726,0.07622560277219656,0.8823999972662961,-2.8687247520784,3
Venezuela,2020,Sudamérica,6084.479996093274,35.0631193204545,0.0,71.095,-1.67498559751263,0.07994341121918981,0.8827899998641651,-1.6307974245852,3
Venezuela,2021,Sudamérica,6084.479996093274,35.0631193204545,0.0,70.554,-1.02517870784193,0.08338138616043828,0.8832500167465329,-0.973082844957155,3
