Pais,Año,Indicador,Valor
AFG,1987,FP.CPI.TOTL.ZG,
AFG,1988,FP.CPI.TOTL.ZG,
AFG,1989,FP.CPI.TOTL.ZG,
AFG,1990,FP.CPI.TOTL.ZG,
AFG,1991,FP.CPI.TOTL.ZG,
AFG,1992,FP.CPI.TOTL.ZG,
AFG,1993,FP.CPI.TOTL.ZG,
AFG,1994,FP.CPI.TOTL.ZG,
AFG,1995,FP.CPI.TOTL.ZG,
AFG,1996,FP.CPI.TOTL.ZG,
AFG,1997,FP.CPI.TOTL.ZG,
AFG,1998,FP.CPI.TOTL.ZG,
AFG,1999,FP.CPI.TOTL.ZG,
AFG,2000,FP.CPI.TOTL.ZG,
AFG,2001,FP.CPI.TOTL.ZG,
AFG,2002,FP.CPI.TOTL.ZG,
AFG,2003,FP.CPI.TOTL.ZG,
AFG,2004,FP.CPI.TOTL.ZG,
AFG,2005,FP.CPI.TOTL.ZG,12.6862687216715
AFG,2006,FP.CPI.TOTL.ZG,6.78459655001657
AFG,2007,FP.CPI.TOTL.ZG,8.68057078513406
AFG,2008,FP.CPI.TOTL.ZG,26.4186641547444
AFG,2009,FP.CPI.TOTL.ZG,-6.81116108898995
AFG,2010,FP.CPI.TOTL.ZG,2.1785375238942
AFG,2011,FP.CPI.TOTL.ZG,11.8041858089129
AFG,2012,FP.CPI.TOTL.ZG,6.44121280934118
AFG,2013,FP.CPI.TOTL.ZG,7.38577178397857
AFG,2014,FP.CPI.TOTL.ZG,4.67399603536339
AFG,2015,FP.CPI.TOTL.ZG,-0.661709164713696
AFG,2016,FP.CPI.TOTL.ZG,4.38389195513914
AFG,2017,FP.CPI.TOTL.ZG,4.9759515055383
AFG,2018,FP.CPI.TOTL.ZG,0.626149149168811
AFG,2019,FP.CPI.TOTL.ZG,2.30237251516844
AFG,2020,FP.CPI.TOTL.ZG,
AFG,2021,FP.CPI.TOTL.ZG,
AFG,2022,FP.CPI.TOTL.ZG,
ARE,1987,FP.CPI.TOTL.ZG,
ARE,1988,FP.CPI.TOTL.ZG,
ARE,1989,FP.CPI.TOTL.ZG,
ARE,1990,FP.CPI.TOTL.ZG,
ARE,1991,FP.CPI.TOTL.ZG,
ARE,1992,FP.CPI.TOTL.ZG,
ARE,1993,FP.CPI.TOTL.ZG,
ARE,1994,FP.CPI.TOTL.ZG,
ARE,1995,FP.CPI.TOTL.ZG,
ARE,1996,FP.CPI.TOTL.ZG,
ARE,1997,FP.CPI.TOTL.ZG,
ARE,1998,FP.CPI.TOTL.ZG,
ARE,1999,FP.CPI.TOTL.ZG,
ARE,2000,FP.CPI.TOTL.ZG,
ARE,2001,FP.CPI.TOTL.ZG,
ARE,2002,FP.CPI.TOTL.ZG,
ARE,2003,FP.CPI.TOTL.ZG,
ARE,2004,FP.CPI.TOTL.ZG,
ARE,2005,FP.CPI.TOTL.ZG,
ARE,2006,FP.CPI.TOTL.ZG,
ARE,2007,FP.CPI.TOTL.ZG,
ARE,2008,FP.CPI.TOTL.ZG,12.2504202448139
ARE,2009,FP.CPI.TOTL.ZG,1.56181317449069
ARE,2010,FP.CPI.TOTL.ZG,0.877983288285896
ARE,2011,FP.CPI.TOTL.ZG,0.877346595685054
ARE,2012,FP.CPI.TOTL.ZG,0.662268900269082
ARE,2013,FP.CPI.TOTL.ZG,1.10111836375709
ARE,2014,FP.CPI.TOTL.ZG,2.34626865671642
ARE,2015,FP.CPI.TOTL.ZG,4.06996608361594
ARE,2016,FP.CPI.TOTL.ZG,1.61748808904194
ARE,2017,FP.CPI.TOTL.ZG,1.96682557818841
ARE,2018,FP.CPI.TOTL.ZG,3.06863379251991
ARE,2019,FP.CPI.TOTL.ZG,-1.93108114782168
ARE,2020,FP.CPI.TOTL.ZG,-2.07940317940942
ARE,2021,FP.CPI.TOTL.ZG,-0.013859944401233
ARE,2022,FP.CPI.TOTL.ZG,4.82788859594433
ARG,1987,FP.CPI.TOTL.ZG,
ARG,1988,FP.CPI.TOTL.ZG,
ARG,1989,FP.CPI.TOTL.ZG,
ARG,1990,FP.CPI.TOTL.ZG,
ARG,1991,FP.CPI.TOTL.ZG,
ARG,1992,FP.CPI.TOTL.ZG,
ARG,1993,FP.CPI.TOTL.ZG,
ARG,1994,FP.CPI.TOTL.ZG,
ARG,1995,FP.CPI.TOTL.ZG,
ARG,1996,FP.CPI.TOTL.ZG,
ARG,1997,FP.CPI.TOTL.ZG,
ARG,1998,FP.CPI.TOTL.ZG,
ARG,1999,FP.CPI.TOTL.ZG,
ARG,2000,FP.CPI.TOTL.ZG,
ARG,2001,FP.CPI.TOTL.ZG,
ARG,2002,FP.CPI.TOTL.ZG,
ARG,2003,FP.CPI.TOTL.ZG,
ARG,2004,FP.CPI.TOTL.ZG,
ARG,2005,FP.CPI.TOTL.ZG,
ARG,2006,FP.CPI.TOTL.ZG,
ARG,2007,FP.CPI.TOTL.ZG,
ARG,2008,FP.CPI.TOTL.ZG,
ARG,2009,FP.CPI.TOTL.ZG,
ARG,2010,FP.CPI.TOTL.ZG,
ARG,2011,FP.CPI.TOTL.ZG,
ARG,2012,FP.CPI.TOTL.ZG,
ARG,2013,FP.CPI.TOTL.ZG,
ARG,2014,FP.CPI.TOTL.ZG,
ARG,2015,FP.CPI.TOTL.ZG,
ARG,2016,FP.CPI.TOTL.ZG,
ARG,2017,FP.CPI.TOTL.ZG,
ARG,2018,FP.CPI.TOTL.ZG,
ARG,2019,FP.CPI.TOTL.ZG,
ARG,2020,FP.CPI.TOTL.ZG,
ARG,2021,FP.CPI.TOTL.ZG,
ARG,2022,FP.CPI.TOTL.ZG,
AUS,1987,FP.CPI.TOTL.ZG,8.53302162478083
AUS,1988,FP.CPI.TOTL.ZG,7.21593968766826
AUS,1989,FP.CPI.TOTL.ZG,7.53390256152692
AUS,1990,FP.CPI.TOTL.ZG,7.33302195235869
AUS,1991,FP.CPI.TOTL.ZG,3.17667536988686
AUS,1992,FP.CPI.TOTL.ZG,1.01223112610711
AUS,1993,FP.CPI.TOTL.ZG,1.75365344467641
AUS,1994,FP.CPI.TOTL.ZG,1.96963479688142
AUS,1995,FP.CPI.TOTL.ZG,4.62776659959758
AUS,1996,FP.CPI.TOTL.ZG,2.61538461538462
AUS,1997,FP.CPI.TOTL.ZG,0.224887556221881
AUS,1998,FP.CPI.TOTL.ZG,0.860134629768157
AUS,1999,FP.CPI.TOTL.ZG,1.48312940304038
AUS,2000,FP.CPI.TOTL.ZG,4.45743514797225
AUS,2001,FP.CPI.TOTL.ZG,4.4071353620147
AUS,2002,FP.CPI.TOTL.ZG,2.98157453936349
AUS,2003,FP.CPI.TOTL.ZG,2.73259596616783
AUS,2004,FP.CPI.TOTL.ZG,2.34325522482587
AUS,2005,FP.CPI.TOTL.ZG,2.69183168316831
AUS,2006,FP.CPI.TOTL.ZG,3.55528773727028
AUS,2007,FP.CPI.TOTL.ZG,2.32761128891476
AUS,2008,FP.CPI.TOTL.ZG,4.35029854990047
AUS,2009,FP.CPI.TOTL.ZG,1.77111716621252
AUS,2010,FP.CPI.TOTL.ZG,2.91834002677376
AUS,2011,FP.CPI.TOTL.ZG,3.30385015608744
AUS,2012,FP.CPI.TOTL.ZG,1.76278015613193
AUS,2013,FP.CPI.TOTL.ZG,2.44988864142539
AUS,2014,FP.CPI.TOTL.ZG,2.48792270531403
AUS,2015,FP.CPI.TOTL.ZG,1.50836672165921
AUS,2016,FP.CPI.TOTL.ZG,1.27699094497328
AUS,2017,FP.CPI.TOTL.ZG,1.94864740944522
AUS,2018,FP.CPI.TOTL.ZG,1.91140094445692
AUS,2019,FP.CPI.TOTL.ZG,1.61076787290379
AUS,2020,FP.CPI.TOTL.ZG,0.846905537459293
AUS,2021,FP.CPI.TOTL.ZG,2.86391042204995
AUS,2022,FP.CPI.TOTL.ZG,6.59409671341847
AUT,1987,FP.CPI.TOTL.ZG,1.40195271783978
AUT,1988,FP.CPI.TOTL.ZG,1.91571684671255
AUT,1989,FP.CPI.TOTL.ZG,2.56834829029368
AUT,1990,FP.CPI.TOTL.ZG,3.26187231878578
AUT,1991,FP.CPI.TOTL.ZG,3.3374270347479
AUT,1992,FP.CPI.TOTL.ZG,4.02084780038555
AUT,1993,FP.CPI.TOTL.ZG,3.63178524943182
AUT,1994,FP.CPI.TOTL.ZG,2.95340936761076
AUT,1995,FP.CPI.TOTL.ZG,2.24336631500904
AUT,1996,FP.CPI.TOTL.ZG,1.86097115760431
AUT,1997,FP.CPI.TOTL.ZG,1.30597857227694
AUT,1998,FP.CPI.TOTL.ZG,0.92246719668082
AUT,1999,FP.CPI.TOTL.ZG,0.568993765885587
AUT,2000,FP.CPI.TOTL.ZG,2.34486285357277
AUT,2001,FP.CPI.TOTL.ZG,2.65000077279529
AUT,2002,FP.CPI.TOTL.ZG,1.81035787764132
AUT,2003,FP.CPI.TOTL.ZG,1.35555370896445
AUT,2004,FP.CPI.TOTL.ZG,2.06120618032866
AUT,2005,FP.CPI.TOTL.ZG,2.29913785639285
AUT,2006,FP.CPI.TOTL.ZG,1.44154851119019
AUT,2007,FP.CPI.TOTL.ZG,2.16855528800755
AUT,2008,FP.CPI.TOTL.ZG,3.21595033239883
AUT,2009,FP.CPI.TOTL.ZG,0.506308827696486
AUT,2010,FP.CPI.TOTL.ZG,1.81353438995065
AUT,2011,FP.CPI.TOTL.ZG,3.28657914875376
AUT,2012,FP.CPI.TOTL.ZG,2.48567562177017
AUT,2013,FP.CPI.TOTL.ZG,2.00015616900603
AUT,2014,FP.CPI.TOTL.ZG,1.60581182954471
AUT,2015,FP.CPI.TOTL.ZG,0.896563335260302
AUT,2016,FP.CPI.TOTL.ZG,0.891591752655335
AUT,2017,FP.CPI.TOTL.ZG,2.08126911385587
AUT,2018,FP.CPI.TOTL.ZG,1.99837981429546
AUT,2019,FP.CPI.TOTL.ZG,1.53089564152645
AUT,2020,FP.CPI.TOTL.ZG,1.38191063351859
AUT,2021,FP.CPI.TOTL.ZG,2.76666666666665
AUT,2022,FP.CPI.TOTL.ZG,8.54686993188453
BFA,1987,FP.CPI.TOTL.ZG,-2.68178423511595
BFA,1988,FP.CPI.TOTL.ZG,4.25561601785942
BFA,1989,FP.CPI.TOTL.ZG,-0.481798715203327
BFA,1990,FP.CPI.TOTL.ZG,-0.50430338891893
BFA,1991,FP.CPI.TOTL.ZG,2.16260052713424
BFA,1992,FP.CPI.TOTL.ZG,-1.99113580736895
BFA,1993,FP.CPI.TOTL.ZG,0.553455723541917
BFA,1994,FP.CPI.TOTL.ZG,25.1778762249963
BFA,1995,FP.CPI.TOTL.ZG,7.45884497828323
BFA,1996,FP.CPI.TOTL.ZG,6.09780439121743
BFA,1997,FP.CPI.TOTL.ZG,2.31869062176682
BFA,1998,FP.CPI.TOTL.ZG,5.08433344145323
BFA,1999,FP.CPI.TOTL.ZG,-1.07261362759535
BFA,2000,FP.CPI.TOTL.ZG,-0.304212168486795
BFA,2001,FP.CPI.TOTL.ZG,5.00743290822374
BFA,2002,FP.CPI.TOTL.ZG,2.17569480664608
BFA,2003,FP.CPI.TOTL.ZG,2.03456574053815
BFA,2004,FP.CPI.TOTL.ZG,-0.400228702115475
BFA,2005,FP.CPI.TOTL.ZG,6.41504018369687
BFA,2006,FP.CPI.TOTL.ZG,2.33310856372217
BFA,2007,FP.CPI.TOTL.ZG,-0.230627306273007
BFA,2008,FP.CPI.TOTL.ZG,10.6597978997424
BFA,2009,FP.CPI.TOTL.ZG,2.60817666368317
BFA,2010,FP.CPI.TOTL.ZG,-0.764230734676734
BFA,2011,FP.CPI.TOTL.ZG,2.7597672485453
BFA,2012,FP.CPI.TOTL.ZG,3.81815240252386
BFA,2013,FP.CPI.TOTL.ZG,0.533738507090537
BFA,2014,FP.CPI.TOTL.ZG,-0.258089517535353
BFA,2015,FP.CPI.TOTL.ZG,0.724838981070599
BFA,2016,FP.CPI.TOTL.ZG,0.441041448058759
BFA,2017,FP.CPI.TOTL.ZG,1.48299897161327
BFA,2018,FP.CPI.TOTL.ZG,1.95594302672532
BFA,2019,FP.CPI.TOTL.ZG,-3.23338933983321
BFA,2020,FP.CPI.TOTL.ZG,1.88443993781985
BFA,2021,FP.CPI.TOTL.ZG,3.65353287214207
BFA,2022,FP.CPI.TOTL.ZG,14.2902354303358
BRA,1987,FP.CPI.TOTL.ZG,228.336162575513
BRA,1988,FP.CPI.TOTL.ZG,629.114509120897
BRA,1989,FP.CPI.TOTL.ZG,1430.7237251472
BRA,1990,FP.CPI.TOTL.ZG,2947.73277248299
BRA,1991,FP.CPI.TOTL.ZG,432.786661926461
BRA,1992,FP.CPI.TOTL.ZG,951.962053052818
BRA,1993,FP.CPI.TOTL.ZG,1927.38079016026
BRA,1994,FP.CPI.TOTL.ZG,2075.88839757325
BRA,1995,FP.CPI.TOTL.ZG,66.0070335542481
BRA,1996,FP.CPI.TOTL.ZG,15.7576656002606
BRA,1997,FP.CPI.TOTL.ZG,6.92671251629151
BRA,1998,FP.CPI.TOTL.ZG,3.19507629280056
BRA,1999,FP.CPI.TOTL.ZG,4.85844749902668
BRA,2000,FP.CPI.TOTL.ZG,7.04414105947266
BRA,2001,FP.CPI.TOTL.ZG,6.84035902487525
BRA,2002,FP.CPI.TOTL.ZG,8.4501643770833
BRA,2003,FP.CPI.TOTL.ZG,14.7149197228147
BRA,2004,FP.CPI.TOTL.ZG,6.59718509985962
BRA,2005,FP.CPI.TOTL.ZG,6.86953720898965
BRA,2006,FP.CPI.TOTL.ZG,4.18356812896902
BRA,2007,FP.CPI.TOTL.ZG,3.64127299102654
BRA,2008,FP.CPI.TOTL.ZG,5.67859390284171
BRA,2009,FP.CPI.TOTL.ZG,4.88803479876804
BRA,2010,FP.CPI.TOTL.ZG,5.03872690108066
BRA,2011,FP.CPI.TOTL.ZG,6.63644962213085
BRA,2012,FP.CPI.TOTL.ZG,5.40349914037009
BRA,2013,FP.CPI.TOTL.ZG,6.204310666401
BRA,2014,FP.CPI.TOTL.ZG,6.32904015516142
BRA,2015,FP.CPI.TOTL.ZG,9.02990102416129
BRA,2016,FP.CPI.TOTL.ZG,8.73914352329393
BRA,2017,FP.CPI.TOTL.ZG,3.44637335032672
BRA,2018,FP.CPI.TOTL.ZG,3.66485028376724
BRA,2019,FP.CPI.TOTL.ZG,3.73297621216894
BRA,2020,FP.CPI.TOTL.ZG,3.21176803803379
BRA,2021,FP.CPI.TOTL.ZG,8.30165975585676
BRA,2022,FP.CPI.TOTL.ZG,9.2801060895687
CAN,1987,FP.CPI.TOTL.ZG,4.3561087122174
CAN,1988,FP.CPI.TOTL.ZG,4.02823414871611
CAN,1989,FP.CPI.TOTL.ZG,4.98362189985959
CAN,1990,FP.CPI.TOTL.ZG,4.78047693336305
CAN,1991,FP.CPI.TOTL.ZG,5.62586408593004
CAN,1992,FP.CPI.TOTL.ZG,1.49013290374545
CAN,1993,FP.CPI.TOTL.ZG,1.86507936507936
CAN,1994,FP.CPI.TOTL.ZG,0.165562913907281
CAN,1995,FP.CPI.TOTL.ZG,2.14876033057852
CAN,1996,FP.CPI.TOTL.ZG,1.57053112507137
CAN,1997,FP.CPI.TOTL.ZG,1.62121638084528
CAN,1998,FP.CPI.TOTL.ZG,0.995942456658074
CAN,1999,FP.CPI.TOTL.ZG,1.73484295105918
CAN,2000,FP.CPI.TOTL.ZG,2.71943995691972
CAN,2001,FP.CPI.TOTL.ZG,2.52512013979907
CAN,2002,FP.CPI.TOTL.ZG,2.25839440940856
CAN,2003,FP.CPI.TOTL.ZG,2.75856321360112
CAN,2004,FP.CPI.TOTL.ZG,1.85725871857261
CAN,2005,FP.CPI.TOTL.ZG,2.21355203439764
CAN,2006,FP.CPI.TOTL.ZG,2.00202539534156
CAN,2007,FP.CPI.TOTL.ZG,2.13838399266843
CAN,2008,FP.CPI.TOTL.ZG,2.37027067444294
CAN,2009,FP.CPI.TOTL.ZG,0.299466803009284
CAN,2010,FP.CPI.TOTL.ZG,1.77687154092629
CAN,2011,FP.CPI.TOTL.ZG,2.91213508872355
CAN,2012,FP.CPI.TOTL.ZG,1.51567823124521
CAN,2013,FP.CPI.TOTL.ZG,0.93829189781521
CAN,2014,FP.CPI.TOTL.ZG,1.90663590717873
CAN,2015,FP.CPI.TOTL.ZG,1.12524136094279
CAN,2016,FP.CPI.TOTL.ZG,1.4287595470108
CAN,2017,FP.CPI.TOTL.ZG,1.5968841285297
CAN,2018,FP.CPI.TOTL.ZG,2.268225672481
CAN,2019,FP.CPI.TOTL.ZG,1.94926902411596
CAN,2020,FP.CPI.TOTL.ZG,0.716999632307852
CAN,2021,FP.CPI.TOTL.ZG,3.39519318527532
CAN,2022,FP.CPI.TOTL.ZG,6.80280115341612
CHE,1987,FP.CPI.TOTL.ZG,1.44032188041728
CHE,1988,FP.CPI.TOTL.ZG,1.8724685973187
CHE,1989,FP.CPI.TOTL.ZG,3.15526979710905
CHE,1990,FP.CPI.TOTL.ZG,5.40395909218942
CHE,1991,FP.CPI.TOTL.ZG,5.85959663468672
CHE,1992,FP.CPI.TOTL.ZG,4.03703020778741
CHE,1993,FP.CPI.TOTL.ZG,3.29262180313608
CHE,1994,FP.CPI.TOTL.ZG,0.852116995120689
CHE,1995,FP.CPI.TOTL.ZG,1.79982776867147
CHE,1996,FP.CPI.TOTL.ZG,0.811634064628214
CHE,1997,FP.CPI.TOTL.ZG,0.520225422736623
CHE,1998,FP.CPI.TOTL.ZG,0.0179384378439626
CHE,1999,FP.CPI.TOTL.ZG,0.806444380959444
CHE,2000,FP.CPI.TOTL.ZG,1.55852919679006
CHE,2001,FP.CPI.TOTL.ZG,0.989020329832555
CHE,2002,FP.CPI.TOTL.ZG,0.64271150654328
CHE,2003,FP.CPI.TOTL.ZG,0.638272930887213
CHE,2004,FP.CPI.TOTL.ZG,0.802908730955216
CHE,2005,FP.CPI.TOTL.ZG,1.17195420333701
CHE,2006,FP.CPI.TOTL.ZG,1.05950928324804
CHE,2007,FP.CPI.TOTL.ZG,0.732350603122241
CHE,2008,FP.CPI.TOTL.ZG,2.42604117060162
CHE,2009,FP.CPI.TOTL.ZG,-0.480481936423328
CHE,2010,FP.CPI.TOTL.ZG,0.688238707220017
CHE,2011,FP.CPI.TOTL.ZG,0.231349207650894
CHE,2012,FP.CPI.TOTL.ZG,-0.692552018105236
CHE,2013,FP.CPI.TOTL.ZG,-0.217323155115639
CHE,2014,FP.CPI.TOTL.ZG,-0.0132025387515987
CHE,2015,FP.CPI.TOTL.ZG,-1.14390867228178
CHE,2016,FP.CPI.TOTL.ZG,-0.434618664285843
CHE,2017,FP.CPI.TOTL.ZG,0.533787839825886
CHE,2018,FP.CPI.TOTL.ZG,0.936335464113605
CHE,2019,FP.CPI.TOTL.ZG,0.362886179940635
CHE,2020,FP.CPI.TOTL.ZG,-0.725874933313391
CHE,2021,FP.CPI.TOTL.ZG,0.581814168489875
CHE,2022,FP.CPI.TOTL.ZG,2.83502798644453
CHN,1987,FP.CPI.TOTL.ZG,7.23383553065604
CHN,1988,FP.CPI.TOTL.ZG,18.8118179448753
CHN,1989,FP.CPI.TOTL.ZG,18.2456383621648
CHN,1990,FP.CPI.TOTL.ZG,3.05229012075235
CHN,1991,FP.CPI.TOTL.ZG,3.55668565220449
CHN,1992,FP.CPI.TOTL.ZG,6.3539813402487
CHN,1993,FP.CPI.TOTL.ZG,14.6100786356603
CHN,1994,FP.CPI.TOTL.ZG,24.2569897243361
CHN,1995,FP.CPI.TOTL.ZG,16.7912251650917
CHN,1996,FP.CPI.TOTL.ZG,8.31316028893904
CHN,1997,FP.CPI.TOTL.ZG,2.78646505531886
CHN,1998,FP.CPI.TOTL.ZG,-0.773186011549305
CHN,1999,FP.CPI.TOTL.ZG,-1.40147268276465
CHN,2000,FP.CPI.TOTL.ZG,0.347811226864599
CHN,2001,FP.CPI.TOTL.ZG,0.719125609120107
CHN,2002,FP.CPI.TOTL.ZG,-0.731970902350276
CHN,2003,FP.CPI.TOTL.ZG,1.12760348729636
CHN,2004,FP.CPI.TOTL.ZG,3.82463743108159
CHN,2005,FP.CPI.TOTL.ZG,1.77641407667574
CHN,2006,FP.CPI.TOTL.ZG,1.64943099455862
CHN,2007,FP.CPI.TOTL.ZG,4.81676767378831
CHN,2008,FP.CPI.TOTL.ZG,5.92525137041095
CHN,2009,FP.CPI.TOTL.ZG,-0.728165250932952
CHN,2010,FP.CPI.TOTL.ZG,3.17532475269199
CHN,2011,FP.CPI.TOTL.ZG,5.55389892257492
CHN,2012,FP.CPI.TOTL.ZG,2.61952432645544
CHN,2013,FP.CPI.TOTL.ZG,2.62105001748115
CHN,2014,FP.CPI.TOTL.ZG,1.92164162788521
CHN,2015,FP.CPI.TOTL.ZG,1.43702380935655
CHN,2016,FP.CPI.TOTL.ZG,2.00000182191941
CHN,2017,FP.CPI.TOTL.ZG,1.59313600071434
CHN,2018,FP.CPI.TOTL.ZG,2.07479039965578
CHN,2019,FP.CPI.TOTL.ZG,2.89923416358227
CHN,2020,FP.CPI.TOTL.ZG,2.4194218945778
CHN,2021,FP.CPI.TOTL.ZG,0.981015135544851
CHN,2022,FP.CPI.TOTL.ZG,1.9735755573906
COL,1987,FP.CPI.TOTL.ZG,23.3020283640181
COL,1988,FP.CPI.TOTL.ZG,28.1083969771704
COL,1989,FP.CPI.TOTL.ZG,25.8675480831987
COL,1990,FP.CPI.TOTL.ZG,29.1520245976216
COL,1991,FP.CPI.TOTL.ZG,30.3878204854436
COL,1992,FP.CPI.TOTL.ZG,27.010626623136
COL,1993,FP.CPI.TOTL.ZG,22.4424828533276
COL,1994,FP.CPI.TOTL.ZG,22.8462417553045
COL,1995,FP.CPI.TOTL.ZG,20.8917930194849
COL,1996,FP.CPI.TOTL.ZG,20.7975755127402
COL,1997,FP.CPI.TOTL.ZG,18.4700217119089
COL,1998,FP.CPI.TOTL.ZG,18.6769799276672
COL,1999,FP.CPI.TOTL.ZG,10.873687085747
COL,2000,FP.CPI.TOTL.ZG,9.22534818585368
COL,2001,FP.CPI.TOTL.ZG,7.96556090304835
COL,2002,FP.CPI.TOTL.ZG,6.3515072877887
COL,2003,FP.CPI.TOTL.ZG,7.12978862941867
COL,2004,FP.CPI.TOTL.ZG,5.90402005546497
COL,2005,FP.CPI.TOTL.ZG,5.05101962689697
COL,2006,FP.CPI.TOTL.ZG,4.29342363628925
COL,2007,FP.CPI.TOTL.ZG,5.54438485815156
COL,2008,FP.CPI.TOTL.ZG,6.99688495554508
COL,2009,FP.CPI.TOTL.ZG,4.20251661216488
COL,2010,FP.CPI.TOTL.ZG,2.27200227892008
COL,2011,FP.CPI.TOTL.ZG,3.41503344776241
COL,2012,FP.CPI.TOTL.ZG,3.16930188840063
COL,2013,FP.CPI.TOTL.ZG,2.01699224310378
COL,2014,FP.CPI.TOTL.ZG,2.89883787761738
COL,2015,FP.CPI.TOTL.ZG,4.98983115849532
COL,2016,FP.CPI.TOTL.ZG,7.51346024627683
COL,2017,FP.CPI.TOTL.ZG,4.31431325695007
COL,2018,FP.CPI.TOTL.ZG,3.24056932930567
COL,2019,FP.CPI.TOTL.ZG,3.52301932741443
COL,2020,FP.CPI.TOTL.ZG,2.52663500084712
COL,2021,FP.CPI.TOTL.ZG,3.49505757399453
COL,2022,FP.CPI.TOTL.ZG,10.1772313546165
CRI,1987,FP.CPI.TOTL.ZG,16.8424201630394
CRI,1988,FP.CPI.TOTL.ZG,20.8325332309202
CRI,1989,FP.CPI.TOTL.ZG,16.5098087687391
CRI,1990,FP.CPI.TOTL.ZG,19.0397526635649
CRI,1991,FP.CPI.TOTL.ZG,28.7092913706618
CRI,1992,FP.CPI.TOTL.ZG,21.7911687900609
CRI,1993,FP.CPI.TOTL.ZG,9.7786007829378
CRI,1994,FP.CPI.TOTL.ZG,13.5344687273427
CRI,1995,FP.CPI.TOTL.ZG,23.1864981102567
CRI,1996,FP.CPI.TOTL.ZG,17.5114524814591
CRI,1997,FP.CPI.TOTL.ZG,13.2480440791191
CRI,1998,FP.CPI.TOTL.ZG,11.6592997742233
CRI,1999,FP.CPI.TOTL.ZG,10.0452817292494
CRI,2000,FP.CPI.TOTL.ZG,10.9615496593622
CRI,2001,FP.CPI.TOTL.ZG,11.2556157091172
CRI,2002,FP.CPI.TOTL.ZG,9.16752048509115
CRI,2003,FP.CPI.TOTL.ZG,9.4475809161698
CRI,2004,FP.CPI.TOTL.ZG,12.3148150178852
CRI,2005,FP.CPI.TOTL.ZG,13.7982949108987
CRI,2006,FP.CPI.TOTL.ZG,11.4705968149052
CRI,2007,FP.CPI.TOTL.ZG,9.35724456417162
CRI,2008,FP.CPI.TOTL.ZG,13.4244635507283
CRI,2009,FP.CPI.TOTL.ZG,7.84270167700652
CRI,2010,FP.CPI.TOTL.ZG,5.66275708420023
CRI,2011,FP.CPI.TOTL.ZG,4.87799830970698
CRI,2012,FP.CPI.TOTL.ZG,4.49545314354611
CRI,2013,FP.CPI.TOTL.ZG,5.23133614174423
CRI,2014,FP.CPI.TOTL.ZG,4.51920098516958
CRI,2015,FP.CPI.TOTL.ZG,0.801982005099592
CRI,2016,FP.CPI.TOTL.ZG,-0.0174788505908107
CRI,2017,FP.CPI.TOTL.ZG,1.62590692991729
CRI,2018,FP.CPI.TOTL.ZG,2.22111461526584
CRI,2019,FP.CPI.TOTL.ZG,2.09604635327805
CRI,2020,FP.CPI.TOTL.ZG,0.724911478131358
CRI,2021,FP.CPI.TOTL.ZG,1.72647755109235
CRI,2022,FP.CPI.TOTL.ZG,8.27477490232662
CUB,1987,FP.CPI.TOTL.ZG,
CUB,1988,FP.CPI.TOTL.ZG,
CUB,1989,FP.CPI.TOTL.ZG,
CUB,1990,FP.CPI.TOTL.ZG,
CUB,1991,FP.CPI.TOTL.ZG,
CUB,1992,FP.CPI.TOTL.ZG,
CUB,1993,FP.CPI.TOTL.ZG,
CUB,1994,FP.CPI.TOTL.ZG,
CUB,1995,FP.CPI.TOTL.ZG,
CUB,1996,FP.CPI.TOTL.ZG,
CUB,1997,FP.CPI.TOTL.ZG,
CUB,1998,FP.CPI.TOTL.ZG,
CUB,1999,FP.CPI.TOTL.ZG,
CUB,2000,FP.CPI.TOTL.ZG,
CUB,2001,FP.CPI.TOTL.ZG,
CUB,2002,FP.CPI.TOTL.ZG,
CUB,2003,FP.CPI.TOTL.ZG,
CUB,2004,FP.CPI.TOTL.ZG,
CUB,2005,FP.CPI.TOTL.ZG,
CUB,2006,FP.CPI.TOTL.ZG,
CUB,2007,FP.CPI.TOTL.ZG,
CUB,2008,FP.CPI.TOTL.ZG,
CUB,2009,FP.CPI.TOTL.ZG,
CUB,2010,FP.CPI.TOTL.ZG,
CUB,2011,FP.CPI.TOTL.ZG,
CUB,2012,FP.CPI.TOTL.ZG,
CUB,2013,FP.CPI.TOTL.ZG,
CUB,2014,FP.CPI.TOTL.ZG,
CUB,2015,FP.CPI.TOTL.ZG,
CUB,2016,FP.CPI.TOTL.ZG,
CUB,2017,FP.CPI.TOTL.ZG,
CUB,2018,FP.CPI.TOTL.ZG,
CUB,2019,FP.CPI.TOTL.ZG,
CUB,2020,FP.CPI.TOTL.ZG,
CUB,2021,FP.CPI.TOTL.ZG,
CUB,2022,FP.CPI.TOTL.ZG,
DEU,1987,FP.CPI.TOTL.ZG,0.249906108704984
DEU,1988,FP.CPI.TOTL.ZG,1.27411894006919
DEU,1989,FP.CPI.TOTL.ZG,2.78056955569753
DEU,1990,FP.CPI.TOTL.ZG,2.69646824292392
DEU,1991,FP.CPI.TOTL.ZG,4.04703259753471
DEU,1992,FP.CPI.TOTL.ZG,5.05697796731731
DEU,1993,FP.CPI.TOTL.ZG,4.47457650752809
DEU,1994,FP.CPI.TOTL.ZG,2.6930563985495
DEU,1995,FP.CPI.TOTL.ZG,1.70616041317077
